training_state,tls_id,action,tl_durations,reward,max_previous_local,max_new_local,neighbors,max_previous_neighbors,max_new_neighbors
248,JM0,"('decrease_red', 'JM0')","[39.0, 3.0, 39.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7468631746664011],[0.7468631746664011]
248,JM1,"('decrease_green', 'JM1')","[74.0, 3.0, 37.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.8526764566556135, 0.5060961582700714]","[0.8526764566556135, 0.5060961582700714]"
248,JM2,"('no_change', 'JM2')","[74.0, 3.0, 37.0]",3,0.5060961582700714,0.5060961582700714,"['JM1', 'J3']","[0.7468631746664011, 0.07091080995902932]","[0.7468631746664011, 0.07091080995902932]"
249,J3,"('increase_green', 'J3')","[42.0, 3.0, 34.0]",-4,0.07091080995902932,0.09454774661203909,['JM2'],[0.48309178743961356],[0.5060961582700714]
249,JM0,"('decrease_red', 'JM0')","[39.0, 3.0, 38.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7468631746664011],[0.7468631746664011]
249,JM1,"('increase_red', 'JM1')","[73.0, 3.0, 37.0]",0,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.8526764566556135, 0.5060961582700714]","[0.8526764566556135, 0.5291005291005291]"
249,JM2,"('increase_red', 'JM2')","[74.0, 3.0, 37.0]",3,0.5291005291005291,0.5291005291005291,"['JM1', 'J3']","[0.7468631746664011, 0.09454774661203909]","[0.7468631746664011, 0.09454774661203909]"
250,J3,"('decrease_green', 'J3')","[43.0, 3.0, 34.0]",-1,0.09454774661203909,0.11818468326504886,['JM2'],[0.5521048999309869],[0.5521048999309869]
250,JM0,"('increase_red', 'JM0')","[39.0, 3.0, 37.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.716988647679745],[0.716988647679745]
250,JM1,"('increase_green', 'JM1')","[73.0, 3.0, 38.0]",0,0.716988647679745,0.7468631746664011,"['JM0', 'JM2']","[0.8526764566556135, 0.5521048999309869]","[0.8526764566556135, 0.5521048999309869]"
250,JM2,"('decrease_red', 'JM2')","[74.0, 3.0, 38.0]",3,0.5521048999309869,0.5521048999309869,"['JM1', 'J3']","[0.7468631746664011, 0.11818468326504886]","[0.7468631746664011, 0.11818468326504886]"
251,J3,"('decrease_red', 'J3')","[42.0, 3.0, 34.0]",3,0.09454774661203909,0.09454774661203909,['JM2'],[0.5521048999309869],[0.5291005291005291]
251,JM0,"('increase_red', 'JM0')","[39.0, 3.0, 38.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7468631746664011],[0.7468631746664011]
251,JM1,"('no_change', 'JM1')","[74.0, 3.0, 38.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.8526764566556135, 0.5521048999309869]","[0.8526764566556135, 0.5521048999309869]"
251,JM2,"('decrease_red', 'JM2')","[74.0, 3.0, 37.0]",0,0.5521048999309869,0.5751092707614447,"['JM1', 'J3']","[0.7468631746664011, 0.11818468326504886]","[0.7468631746664011, 0.11818468326504886]"
252,J3,"('no_change', 'J3')","[42.0, 3.0, 33.0]",2,0.11818468326504886,0.11818468326504886,['JM2'],[0.5751092707614447],[0.5751092707614447]
252,JM0,"('increase_green', 'JM0')","[39.0, 3.0, 39.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7468631746664011],[0.7468631746664011]
252,JM1,"('decrease_red', 'JM1')","[74.0, 3.0, 38.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.8526764566556135, 0.5981136415919025]","[0.8526764566556135, 0.5981136415919025]"
252,JM2,"('increase_green', 'JM2')","[74.0, 3.0, 36.0]",3,0.5981136415919025,0.5981136415919025,"['JM1', 'J3']","[0.7468631746664011, 0.14182161991805864]","[0.7468631746664011, 0.14182161991805864]"
253,J3,"('decrease_green', 'J3')","[42.0, 3.0, 33.0]",2,0.14182161991805864,0.14182161991805864,['JM2'],[0.5981136415919025],[0.5981136415919025]
253,JM0,"('no_change', 'JM0')","[40.0, 3.0, 39.0]",4,0.8526764566556135,0.7994260530900892,['JM1'],[0.7468631746664011],[0.7468631746664011]
253,JM1,"('increase_green', 'JM1')","[74.0, 3.0, 37.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.7994260530900892, 0.6211180124223603]","[0.7994260530900892, 0.6211180124223603]"
253,JM2,"('decrease_green', 'JM2')","[75.0, 3.0, 36.0]",3,0.6211180124223603,0.6211180124223603,"['JM1', 'J3']","[0.7468631746664011, 0.14182161991805864]","[0.7468631746664011, 0.14182161991805864]"
254,J3,"('no_change', 'J3')","[41.0, 3.0, 33.0]",3,0.14182161991805864,0.11818468326504886,['JM2'],[0.6211180124223603],[0.6211180124223603]
254,JM0,"('no_change', 'JM0')","[40.0, 3.0, 39.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7468631746664011],[0.7468631746664011]
254,JM1,"('increase_red', 'JM1')","[75.0, 3.0, 37.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.7994260530900892, 0.644122383252818]","[0.7994260530900892, 0.644122383252818]"
254,JM2,"('decrease_red', 'JM2')","[74.0, 3.0, 36.0]",-3,0.644122383252818,0.6671267540832758,"['JM1', 'J3']","[0.7468631746664011, 0.11818468326504886]","[0.7468631746664011, 0.14182161991805864]"
255,J3,"('decrease_green', 'J3')","[41.0, 3.0, 33.0]",2,0.14182161991805864,0.14182161991805864,['JM2'],[0.644122383252818],[0.644122383252818]
255,JM0,"('decrease_red', 'JM0')","[40.0, 3.0, 39.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7468631746664011],[0.7468631746664011]
255,JM1,"('decrease_green', 'JM1')","[75.0, 3.0, 38.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.7994260530900892, 0.644122383252818]","[0.7994260530900892, 0.644122383252818]"
255,JM2,"('increase_green', 'JM2')","[74.0, 3.0, 35.0]",4,0.644122383252818,0.644122383252818,"['JM1', 'J3']","[0.7468631746664011, 0.14182161991805864]","[0.7468631746664011, 0.11818468326504886]"
256,J3,"('decrease_red', 'J3')","[40.0, 3.0, 33.0]",3,0.11818468326504886,0.11818468326504886,['JM2'],[0.6671267540832758],[0.644122383252818]
256,JM0,"('no_change', 'JM0')","[40.0, 3.0, 38.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7468631746664011],[0.7468631746664011]
256,JM1,"('increase_green', 'JM1')","[74.0, 3.0, 38.0]",-1,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.7994260530900892, 0.6671267540832758]","[0.8526764566556135, 0.6671267540832758]"
256,JM2,"('increase_red', 'JM2')","[75.0, 3.0, 35.0]",0,0.6671267540832758,0.6671267540832758,"['JM1', 'J3']","[0.7468631746664011, 0.07091080995902932]","[0.7468631746664011, 0.09454774661203909]"
257,J3,"('increase_red', 'J3')","[40.0, 3.0, 32.0]",2,0.07091080995902932,0.07091080995902932,['JM2'],[0.6901311249137336],[0.6901311249137336]
257,JM0,"('no_change', 'JM0')","[40.0, 3.0, 38.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7528440776265893],[0.7528440776265893]
257,JM1,"('increase_red', 'JM1')","[75.0, 3.0, 38.0]",4,0.7528440776265893,0.7468631746664011,"['JM0', 'JM2']","[0.8526764566556135, 0.6901311249137336]","[0.8526764566556135, 0.6671267540832758]"
257,JM2,"('no_change', 'JM2')","[75.0, 3.0, 36.0]",-1,0.6671267540832758,0.6671267540832758,"['JM1', 'J3']","[0.7468631746664011, 0.07091080995902932]","[0.7528440776265893, 0.09454774661203909]"
258,J3,"('increase_red', 'J3')","[40.0, 3.0, 33.0]",3,0.09454774661203909,0.09454774661203909,['JM2'],[0.6901311249137336],[0.6671267540832758]
258,JM0,"('increase_green', 'JM0')","[40.0, 3.0, 38.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7468631746664011],[0.7468631746664011]
258,JM1,"('increase_green', 'JM1')","[75.0, 3.0, 39.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.8526764566556135, 0.6671267540832758]","[0.8526764566556135, 0.6671267540832758]"
258,JM2,"('no_change', 'JM2')","[75.0, 3.0, 36.0]",0,0.6671267540832758,0.6671267540832758,"['JM1', 'J3']","[0.7468631746664011, 0.11818468326504886]","[0.7468631746664011, 0.14182161991805864]"
259,J3,"('no_change', 'J3')","[40.0, 3.0, 34.0]",2,0.14182161991805864,0.14182161991805864,['JM2'],[0.6671267540832758],[0.6671267540832758]
259,JM0,"('no_change', 'JM0')","[41.0, 3.0, 38.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7468631746664011],[0.7468631746664011]
259,JM1,"('no_change', 'JM1')","[75.0, 3.0, 39.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.8526764566556135, 0.6671267540832758]","[0.8526764566556135, 0.6671267540832758]"
259,JM2,"('increase_green', 'JM2')","[75.0, 3.0, 36.0]",5,0.6671267540832758,0.6671267540832758,"['JM1', 'J3']","[0.7468631746664011, 0.1654585565710684]","[0.7468631746664011, 0.11818468326504886]"
260,J3,"('decrease_green', 'J3')","[40.0, 3.0, 34.0]",0,0.14182161991805864,0.11818468326504886,['JM2'],[0.644122383252818],[0.6671267540832758]
260,JM0,"('no_change', 'JM0')","[41.0, 3.0, 38.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7468631746664011],[0.7468631746664011]
260,JM1,"('no_change', 'JM1')","[75.0, 3.0, 39.0]",4,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.8526764566556135, 0.644122383252818]","[0.8526764566556135, 0.6211180124223603]"
260,JM2,"('increase_red', 'JM2')","[75.0, 3.0, 36.0]",0,0.6211180124223603,0.6211180124223603,"['JM1', 'J3']","[0.7468631746664011, 0.11818468326504886]","[0.7468631746664011, 0.14182161991805864]"
261,J3,"('decrease_red', 'J3')","[39.0, 3.0, 34.0]",-1,0.14182161991805864,0.1654585565710684,['JM2'],[0.5981136415919025],[0.5981136415919025]
261,JM0,"('increase_red', 'JM0')","[41.0, 3.0, 38.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7468631746664011],[0.7468631746664011]
261,JM1,"('increase_red', 'JM1')","[75.0, 3.0, 39.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.8526764566556135, 0.5751092707614447]","[0.8526764566556135, 0.5751092707614447]"
261,JM2,"('increase_red', 'JM2')","[75.0, 3.0, 37.0]",1,0.5751092707614447,0.5521048999309869,"['JM1', 'J3']","[0.7468631746664011, 0.1654585565710684]","[0.7468631746664011, 0.18909549322407818]"
262,J3,"('increase_green', 'J3')","[39.0, 3.0, 33.0]",4,0.18909549322407818,0.1654585565710684,['JM2'],[0.5521048999309869],[0.5291005291005291]
262,JM0,"('decrease_red', 'JM0')","[41.0, 3.0, 39.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7468631746664011],[0.7468631746664011]
262,JM1,"('increase_red', 'JM1')","[75.0, 3.0, 40.0]",4,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.8526764566556135, 0.5291005291005291]","[0.8526764566556135, 0.5060961582700714]"
262,JM2,"('decrease_green', 'JM2')","[75.0, 3.0, 38.0]",4,0.5060961582700714,0.48309178743961356,"['JM1', 'J3']","[0.7468631746664011, 0.1654585565710684]","[0.7468631746664011, 0.1654585565710684]"
263,J3,"('decrease_green', 'J3')","[40.0, 3.0, 33.0]",2,0.18909549322407818,0.18909549322407818,['JM2'],[0.48309178743961356],[0.48309178743961356]
263,JM0,"('increase_red', 'JM0')","[41.0, 3.0, 38.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7468631746664011],[0.7468631746664011]
263,JM1,"('increase_green', 'JM1')","[75.0, 3.0, 41.0]",4,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.8526764566556135, 0.46008741660915575]","[0.8526764566556135, 0.43708304577869794]"
263,JM2,"('no_change', 'JM2')","[74.0, 3.0, 38.0]",3,0.43708304577869794,0.43708304577869794,"['JM1', 'J3']","[0.7468631746664011, 0.1654585565710684]","[0.7468631746664011, 0.1654585565710684]"
264,J3,"('increase_green', 'J3')","[39.0, 3.0, 33.0]",2,0.1654585565710684,0.1654585565710684,['JM2'],[0.4140786749482402],[0.4140786749482402]
264,JM0,"('decrease_red', 'JM0')","[41.0, 3.0, 39.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7468631746664011],[0.7468631746664011]
264,JM1,"('increase_green', 'JM1')","[75.0, 3.0, 41.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.8526764566556135, 0.3910743041177824]","[0.8526764566556135, 0.3910743041177824]"
264,JM2,"('no_change', 'JM2')","[74.0, 3.0, 38.0]",0,0.3910743041177824,0.3910743041177824,"['JM1', 'J3']","[0.7468631746664011, 0.1654585565710684]","[0.7468631746664011, 0.18909549322407818]"
265,J3,"('decrease_red', 'J3')","[40.0, 3.0, 33.0]",2,0.18909549322407818,0.18909549322407818,['JM2'],[0.3910743041177824],[0.3910743041177824]
265,JM0,"('increase_green', 'JM0')","[41.0, 3.0, 38.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7468631746664011],[0.7468631746664011]
265,JM1,"('decrease_green', 'JM1')","[75.0, 3.0, 41.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.8526764566556135, 0.3910743041177824]","[0.8526764566556135, 0.3910743041177824]"
265,JM2,"('increase_red', 'JM2')","[74.0, 3.0, 38.0]",0,0.3910743041177824,0.3910743041177824,"['JM1', 'J3']","[0.7468631746664011, 0.21273242987708793]","[0.7468631746664011, 0.2363693665300977]"
266,J3,"('decrease_red', 'J3')","[40.0, 3.0, 32.0]",2,0.2363693665300977,0.2363693665300977,['JM2'],[0.3910743041177824],[0.3910743041177824]
266,JM0,"('increase_red', 'JM0')","[42.0, 3.0, 38.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7468631746664011],[0.7468631746664011]
266,JM1,"('increase_red', 'JM1')","[74.0, 3.0, 41.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.8526764566556135, 0.4140786749482402]","[0.8526764566556135, 0.4140786749482402]"
266,JM2,"('decrease_green', 'JM2')","[74.0, 3.0, 39.0]",0,0.4140786749482402,0.43708304577869794,"['JM1', 'J3']","[0.7468631746664011, 0.26000630318310747]","[0.7468631746664011, 0.26000630318310747]"
267,J3,"('decrease_red', 'J3')","[40.0, 3.0, 31.0]",2,0.26000630318310747,0.26000630318310747,['JM2'],[0.43708304577869794],[0.43708304577869794]
267,JM0,"('decrease_green', 'JM0')","[42.0, 3.0, 39.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7767377016530571],[0.7767377016530571]
267,JM1,"('decrease_green', 'JM1')","[74.0, 3.0, 42.0]",3,0.7767377016530571,0.7767377016530571,"['JM0', 'JM2']","[0.8526764566556135, 0.46008741660915575]","[0.8526764566556135, 0.46008741660915575]"
267,JM2,"('increase_green', 'JM2')","[73.0, 3.0, 39.0]",0,0.46008741660915575,0.48309178743961356,"['JM1', 'J3']","[0.7767377016530571, 0.26000630318310747]","[0.7767377016530571, 0.26000630318310747]"
268,J3,"('decrease_red', 'J3')","[40.0, 3.0, 30.0]",-4,0.26000630318310747,0.2836432398361173,['JM2'],[0.48309178743961356],[0.5060961582700714]
268,JM0,"('increase_green', 'JM0')","[41.0, 3.0, 39.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7767377016530571],[0.7767377016530571]
268,JM1,"('decrease_green', 'JM1')","[73.0, 3.0, 42.0]",0,0.7767377016530571,0.7767377016530571,"['JM0', 'JM2']","[0.8526764566556135, 0.48309178743961356]","[0.8526764566556135, 0.5060961582700714]"
268,JM2,"('decrease_green', 'JM2')","[74.0, 3.0, 39.0]",3,0.5060961582700714,0.5060961582700714,"['JM1', 'J3']","[0.7767377016530571, 0.2836432398361173]","[0.7767377016530571, 0.2836432398361173]"
269,J3,"('decrease_red', 'J3')","[40.0, 3.0, 29.0]",2,0.2836432398361173,0.2836432398361173,['JM2'],[0.5291005291005291],[0.5291005291005291]
269,JM0,"('no_change', 'JM0')","[42.0, 3.0, 39.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7767377016530571],[0.7767377016530571]
269,JM1,"('increase_red', 'JM1')","[72.0, 3.0, 42.0]",0,0.7767377016530571,0.7767377016530571,"['JM0', 'JM2']","[0.8526764566556135, 0.5291005291005291]","[0.8526764566556135, 0.5521048999309869]"
269,JM2,"('decrease_red', 'JM2')","[73.0, 3.0, 39.0]",3,0.5521048999309869,0.5521048999309869,"['JM1', 'J3']","[0.7767377016530571, 0.2836432398361173]","[0.7767377016530571, 0.2836432398361173]"
270,J3,"('decrease_red', 'J3')","[40.0, 3.0, 28.0]",2,0.2836432398361173,0.2836432398361173,['JM2'],[0.5291005291005291],[0.5291005291005291]
270,JM0,"('increase_green', 'JM0')","[42.0, 3.0, 39.0]",4,0.8526764566556135,0.7994260530900892,['JM1'],[0.7767377016530571],[0.7767377016530571]
270,JM1,"('no_change', 'JM1')","[72.0, 3.0, 43.0]",3,0.7767377016530571,0.7767377016530571,"['JM0', 'JM2']","[0.7994260530900892, 0.5521048999309869]","[0.7994260530900892, 0.5521048999309869]"
270,JM2,"('decrease_red', 'JM2')","[73.0, 3.0, 38.0]",4,0.5521048999309869,0.5521048999309869,"['JM1', 'J3']","[0.7767377016530571, 0.2836432398361173]","[0.7767377016530571, 0.26000630318310747]"
271,J3,"('decrease_red', 'J3')","[40.0, 3.0, 27.0]",2,0.2363693665300977,0.2363693665300977,['JM2'],[0.5751092707614447],[0.5751092707614447]
271,JM0,"('decrease_red', 'JM0')","[43.0, 3.0, 39.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7767377016530571],[0.7767377016530571]
271,JM1,"('no_change', 'JM1')","[72.0, 3.0, 43.0]",4,0.7767377016530571,0.7767377016530571,"['JM0', 'JM2']","[0.7994260530900892, 0.5981136415919025]","[0.7686788972020088, 0.5981136415919025]"
271,JM2,"('increase_red', 'JM2')","[73.0, 3.0, 37.0]",1,0.5981136415919025,0.6211180124223603,"['JM1', 'J3']","[0.7767377016530571, 0.2363693665300977]","[0.7767377016530571, 0.21273242987708793]"
272,J3,"('increase_red', 'J3')","[40.0, 3.0, 26.0]",3,0.21273242987708793,0.18909549322407818,['JM2'],[0.5981136415919025],[0.5981136415919025]
272,JM0,"('increase_green', 'JM0')","[43.0, 3.0, 38.0]",2,0.7686788972020088,0.7686788972020088,['JM1'],[0.7767377016530571],[0.7767377016530571]
272,JM1,"('decrease_green', 'JM1')","[72.0, 3.0, 43.0]",0,0.7767377016530571,0.7767377016530571,"['JM0', 'JM2']","[0.7686788972020088, 0.5981136415919025]","[0.7686788972020088, 0.6211180124223603]"
272,JM2,"('no_change', 'JM2')","[73.0, 3.0, 38.0]",3,0.6211180124223603,0.6211180124223603,"['JM1', 'J3']","[0.7767377016530571, 0.18909549322407818]","[0.7767377016530571, 0.18909549322407818]"
273,J3,"('increase_green', 'J3')","[40.0, 3.0, 27.0]",-1,0.1654585565710684,0.18909549322407818,['JM2'],[0.6211180124223603],[0.6211180124223603]
273,JM0,"('no_change', 'JM0')","[44.0, 3.0, 38.0]",2,0.7686788972020088,0.7686788972020088,['JM1'],[0.7468631746664011],[0.7468631746664011]
273,JM1,"('increase_red', 'JM1')","[71.0, 3.0, 43.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.7686788972020088, 0.6211180124223603]","[0.7686788972020088, 0.6211180124223603]"
273,JM2,"('increase_red', 'JM2')","[73.0, 3.0, 38.0]",5,0.6211180124223603,0.6211180124223603,"['JM1', 'J3']","[0.7468631746664011, 0.14182161991805864]","[0.7260203844184856, 0.11818468326504886]"
274,J3,"('decrease_green', 'J3')","[41.0, 3.0, 27.0]",3,0.11818468326504886,0.09454774661203909,['JM2'],[0.6211180124223603],[0.6211180124223603]
274,JM0,"('decrease_green', 'JM0')","[44.0, 3.0, 38.0]",2,0.7686788972020088,0.7686788972020088,['JM1'],[0.7260203844184856],[0.716988647679745]
274,JM1,"('decrease_green', 'JM1')","[71.0, 3.0, 44.0]",3,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.7686788972020088, 0.6211180124223603]","[0.7686788972020088, 0.6211180124223603]"
274,JM2,"('increase_red', 'JM2')","[73.0, 3.0, 39.0]",0,0.6211180124223603,0.644122383252818,"['JM1', 'J3']","[0.716988647679745, 0.09454774661203909]","[0.716988647679745, 0.09454774661203909]"
275,J3,"('decrease_red', 'J3')","[40.0, 3.0, 27.0]",-1,0.07091080995902932,0.07091080995902932,['JM2'],[0.644122383252818],[0.6671267540832758]
275,JM0,"('increase_green', 'JM0')","[43.0, 3.0, 38.0]",2,0.7686788972020088,0.7686788972020088,['JM1'],[0.716988647679745],[0.716988647679745]
275,JM1,"('increase_red', 'JM1')","[70.0, 3.0, 44.0]",2,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.7686788972020088, 0.6671267540832758]","[0.7816200852676457, 0.6671267540832758]"
275,JM2,"('decrease_red', 'JM2')","[73.0, 3.0, 40.0]",3,0.6671267540832758,0.6671267540832758,"['JM1', 'J3']","[0.716988647679745, 0.09454774661203909]","[0.716988647679745, 0.09454774661203909]"
276,J3,"('decrease_red', 'J3')","[40.0, 3.0, 26.0]",3,0.09454774661203909,0.07091080995902932,['JM2'],[0.6671267540832758],[0.6671267540832758]
276,JM0,"('increase_red', 'JM0')","[44.0, 3.0, 38.0]",2,0.7816200852676457,0.7816200852676457,['JM1'],[0.716988647679745],[0.716988647679745]
276,JM1,"('decrease_red', 'JM1')","[70.0, 3.0, 45.0]",3,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.7816200852676457, 0.6671267540832758]","[0.7816200852676457, 0.6671267540832758]"
276,JM2,"('decrease_red', 'JM2')","[73.0, 3.0, 39.0]",3,0.6671267540832758,0.6671267540832758,"['JM1', 'J3']","[0.716988647679745, 0.07091080995902932]","[0.716988647679745, 0.07091080995902932]"
277,J3,"('no_change', 'J3')","[40.0, 3.0, 25.0]",3,0.07091080995902932,0.047273873306019544,['JM2'],[0.6901311249137336],[0.6901311249137336]
277,JM0,"('increase_red', 'JM0')","[44.0, 3.0, 39.0]",2,0.7816200852676457,0.7816200852676457,['JM1'],[0.716988647679745],[0.716988647679745]
277,JM1,"('no_change', 'JM1')","[70.0, 3.0, 44.0]",3,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.7816200852676457, 0.6901311249137336]","[0.7816200852676457, 0.6901311249137336]"
277,JM2,"('increase_green', 'JM2')","[73.0, 3.0, 38.0]",-3,0.6901311249137336,0.7131354957441914,"['JM1', 'J3']","[0.716988647679745, 0.047273873306019544]","[0.716988647679745, 0.07091080995902932]"
278,J3,"('increase_green', 'J3')","[40.0, 3.0, 25.0]",3,0.07091080995902932,0.07091080995902932,['JM2'],[0.7131354957441914],[0.6901311249137336]
