training_state,tls_id,action,tl_durations,reward,max_previous_local,max_new_local,neighbors,max_previous_neighbors,max_new_neighbors
1348,JM0,"('increase_green', 'JM0')","[67.0, 3.0, 38.0]",2,0.49195449420928566,0.49195449420928566,['JM1'],[0.716988647679745],[0.716988647679745]
1348,JM1,"('increase_green', 'JM1')","[59.0, 3.0, 47.0]",3,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.49195449420928566, 0.27605244996549344]","[0.49195449420928566, 0.27605244996549344]"
1348,JM2,"('decrease_green', 'JM2')","[75.0, 3.0, 35.0]",3,0.27605244996549344,0.27605244996549344,"['JM1', 'J3']","[0.716988647679745, 0.07091080995902932]","[0.716988647679745, 0.07091080995902932]"
1349,J3,"('decrease_green', 'J3')","[74.0, 3.0, 13.0]",2,0.07091080995902932,0.07091080995902932,['JM2'],[0.29905682079595125],[0.29905682079595125]
1349,JM0,"('decrease_green', 'JM0')","[68.0, 3.0, 38.0]",2,0.43046018243312495,0.43046018243312495,['JM1'],[0.716988647679745],[0.716988647679745]
1349,JM1,"('decrease_green', 'JM1')","[60.0, 3.0, 47.0]",3,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.43046018243312495, 0.27605244996549344]","[0.43046018243312495, 0.27605244996549344]"
1349,JM2,"('decrease_green', 'JM2')","[74.0, 3.0, 35.0]",0,0.27605244996549344,0.29905682079595125,"['JM1', 'J3']","[0.716988647679745, 0.07091080995902932]","[0.716988647679745, 0.07091080995902932]"
1350,J3,"('increase_green', 'J3')","[73.0, 3.0, 13.0]",2,0.07091080995902932,0.07091080995902932,['JM2'],[0.27605244996549344],[0.27605244996549344]
1350,JM0,"('increase_red', 'JM0')","[67.0, 3.0, 38.0]",3,0.43046018243312495,0.3997130265450446,['JM1'],[0.716988647679745],[0.716988647679745]
1350,JM1,"('increase_red', 'JM1')","[59.0, 3.0, 47.0]",4,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.3997130265450446, 0.27605244996549344]","[0.3997130265450446, 0.2530480791350357]"
1350,JM2,"('decrease_red', 'JM2')","[73.0, 3.0, 35.0]",4,0.2530480791350357,0.2530480791350357,"['JM1', 'J3']","[0.716988647679745, 0.09454774661203909]","[0.716988647679745, 0.07091080995902932]"
1351,J3,"('decrease_red', 'J3')","[74.0, 3.0, 13.0]",-1,0.09454774661203909,0.09454774661203909,['JM2'],[0.23004370830457788],[0.2530480791350357]
1351,JM0,"('increase_red', 'JM0')","[67.0, 3.0, 39.0]",-1,0.3997130265450446,0.43046018243312495,['JM1'],[0.716988647679745],[0.716988647679745]
1351,JM1,"('increase_red', 'JM1')","[59.0, 3.0, 48.0]",3,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.43046018243312495, 0.2070393374741201]","[0.43046018243312495, 0.2070393374741201]"
1351,JM2,"('no_change', 'JM2')","[73.0, 3.0, 34.0]",0,0.2070393374741201,0.2070393374741201,"['JM1', 'J3']","[0.716988647679745, 0.09454774661203909]","[0.716988647679745, 0.11818468326504886]"
1352,J3,"('increase_red', 'J3')","[74.0, 3.0, 12.0]",-1,0.11818468326504886,0.14182161991805864,['JM2'],[0.1840349666436623],[0.1840349666436623]
1352,JM0,"('decrease_green', 'JM0')","[67.0, 3.0, 40.0]",2,0.4612073383212053,0.4612073383212053,['JM1'],[0.716988647679745],[0.716988647679745]
1352,JM1,"('increase_green', 'JM1')","[59.0, 3.0, 49.0]",0,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.4612073383212053, 0.1840349666436623]","[0.49195449420928566, 0.1840349666436623]"
1352,JM2,"('increase_green', 'JM2')","[73.0, 3.0, 34.0]",3,0.1840349666436623,0.1840349666436623,"['JM1', 'J3']","[0.716988647679745, 0.1654585565710684]","[0.716988647679745, 0.1654585565710684]"
1353,J3,"('increase_green', 'J3')","[74.0, 3.0, 13.0]",0,0.18909549322407818,0.1654585565710684,['JM2'],[0.1610305958132045],[0.18857250612860643]
1353,JM0,"('decrease_red', 'JM0')","[66.0, 3.0, 40.0]",2,0.522701650097366,0.522701650097366,['JM1'],[0.716988647679745],[0.716988647679745]
1353,JM1,"('no_change', 'JM1')","[60.0, 3.0, 49.0]",0,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.522701650097366, 0.1610305958132045]","[0.522701650097366, 0.1840349666436623]"
1353,JM2,"('decrease_green', 'JM2')","[74.0, 3.0, 34.0]",1,0.1840349666436623,0.15085800490288515,"['JM1', 'J3']","[0.716988647679745, 0.18909549322407818]","[0.716988647679745, 0.21273242987708793]"
1354,J3,"('decrease_green', 'J3')","[75.0, 3.0, 13.0]",2,0.21273242987708793,0.21273242987708793,['JM2'],[0.1610305958132045],[0.15085800490288515]
1354,JM0,"('increase_red', 'JM0')","[66.0, 3.0, 39.0]",-1,0.5534488059854463,0.5841959618735267,['JM1'],[0.716988647679745],[0.716988647679745]
1354,JM1,"('decrease_red', 'JM1')","[60.0, 3.0, 49.0]",0,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.5841959618735267, 0.15085800490288515]","[0.5841959618735267, 0.18857250612860643]"
1354,JM2,"('decrease_green', 'JM2')","[73.0, 3.0, 34.0]",4,0.18857250612860643,0.18857250612860643,"['JM1', 'J3']","[0.716988647679745, 0.21273242987708793]","[0.716988647679745, 0.18909549322407818]"
1355,J3,"('decrease_green', 'J3')","[74.0, 3.0, 13.0]",3,0.18909549322407818,0.1654585565710684,['JM2'],[0.22628700735432775],[0.22628700735432775]
1355,JM0,"('no_change', 'JM0')","[66.0, 3.0, 40.0]",2,0.614943117761607,0.614943117761607,['JM1'],[0.7468631746664011],[0.7468631746664011]
1355,JM1,"('increase_red', 'JM1')","[60.0, 3.0, 48.0]",0,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.614943117761607, 0.22628700735432775]","[0.6456902736496875, 0.22628700735432775]"
1355,JM2,"('no_change', 'JM2')","[72.0, 3.0, 34.0]",3,0.22628700735432775,0.22628700735432775,"['JM1', 'J3']","[0.7468631746664011, 0.14182161991805864]","[0.7468631746664011, 0.14182161991805864]"
1356,J3,"('decrease_green', 'J3')","[73.0, 3.0, 13.0]",2,0.11818468326504886,0.11818468326504886,['JM2'],[0.22628700735432775],[0.22628700735432775]
1356,JM0,"('decrease_red', 'JM0')","[66.0, 3.0, 40.0]",2,0.6764374295377678,0.6764374295377678,['JM1'],[0.7468631746664011],[0.7468631746664011]
1356,JM1,"('increase_red', 'JM1')","[60.0, 3.0, 49.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.6764374295377678, 0.18857250612860643]","[0.6764374295377678, 0.18857250612860643]"
1356,JM2,"('no_change', 'JM2')","[72.0, 3.0, 34.0]",3,0.18857250612860643,0.18857250612860643,"['JM1', 'J3']","[0.7468631746664011, 0.11818468326504886]","[0.7468631746664011, 0.11818468326504886]"
1357,J3,"('decrease_green', 'J3')","[72.0, 3.0, 13.0]",3,0.11818468326504886,0.11818468326504886,['JM2'],[0.18857250612860643],[0.1610305958132045]
1357,JM0,"('decrease_red', 'JM0')","[66.0, 3.0, 39.0]",-1,0.7071845854258481,0.7379317413139285,['JM1'],[0.7468631746664011],[0.7468631746664011]
1357,JM1,"('increase_red', 'JM1')","[60.0, 3.0, 50.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.7379317413139285, 0.1610305958132045]","[0.7379317413139285, 0.1610305958132045]"
1357,JM2,"('no_change', 'JM2')","[72.0, 3.0, 34.0]",0,0.1610305958132045,0.1840349666436623,"['JM1', 'J3']","[0.7468631746664011, 0.11818468326504886]","[0.7468631746664011, 0.11818468326504886]"
1358,J3,"('no_change', 'J3')","[71.0, 3.0, 13.0]",2,0.11818468326504886,0.11818468326504886,['JM2'],[0.1840349666436623],[0.1840349666436623]
1358,JM0,"('decrease_red', 'JM0')","[66.0, 3.0, 38.0]",2,0.7686788972020088,0.7686788972020088,['JM1'],[0.7767377016530571],[0.7767377016530571]
1358,JM1,"('decrease_red', 'JM1')","[60.0, 3.0, 51.0]",0,0.7767377016530571,0.7767377016530571,"['JM0', 'JM2']","[0.7686788972020088, 0.1840349666436623]","[0.7994260530900892, 0.1840349666436623]"
1358,JM2,"('no_change', 'JM2')","[72.0, 3.0, 34.0]",3,0.1840349666436623,0.1840349666436623,"['JM1', 'J3']","[0.7767377016530571, 0.11818468326504886]","[0.7767377016530571, 0.11818468326504886]"
1359,J3,"('increase_green', 'J3')","[71.0, 3.0, 13.0]",2,0.11818468326504886,0.11818468326504886,['JM2'],[0.1840349666436623],[0.1840349666436623]
1359,JM0,"('increase_red', 'JM0')","[66.0, 3.0, 37.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7767377016530571],[0.7767377016530571]
1359,JM1,"('increase_green', 'JM1')","[60.0, 3.0, 50.0]",3,0.7767377016530571,0.7767377016530571,"['JM0', 'JM2']","[0.7994260530900892, 0.1840349666436623]","[0.7994260530900892, 0.1840349666436623]"
1359,JM2,"('increase_red', 'JM2')","[72.0, 3.0, 34.0]",4,0.1840349666436623,0.1610305958132045,"['JM1', 'J3']","[0.7767377016530571, 0.11818468326504886]","[0.7767377016530571, 0.11818468326504886]"
1360,J3,"('no_change', 'J3')","[72.0, 3.0, 13.0]",2,0.11818468326504886,0.11818468326504886,['JM2'],[0.1610305958132045],[0.1610305958132045]
1360,JM0,"('increase_red', 'JM0')","[66.0, 3.0, 38.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7767377016530571],[0.7767377016530571]
1360,JM1,"('no_change', 'JM1')","[61.0, 3.0, 50.0]",3,0.7767377016530571,0.7767377016530571,"['JM0', 'JM2']","[0.7994260530900892, 0.1610305958132045]","[0.7994260530900892, 0.1610305958132045]"
1360,JM2,"('increase_green', 'JM2')","[72.0, 3.0, 35.0]",3,0.1610305958132045,0.1610305958132045,"['JM1', 'J3']","[0.7767377016530571, 0.09454774661203909]","[0.7767377016530571, 0.09454774661203909]"
1361,J3,"('increase_red', 'J3')","[72.0, 3.0, 13.0]",-1,0.09454774661203909,0.11818468326504886,['JM2'],[0.1610305958132045],[0.1610305958132045]
1361,JM0,"('no_change', 'JM0')","[66.0, 3.0, 39.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7767377016530571],[0.7767377016530571]
1361,JM1,"('no_change', 'JM1')","[61.0, 3.0, 50.0]",3,0.7767377016530571,0.7767377016530571,"['JM0', 'JM2']","[0.7994260530900892, 0.1610305958132045]","[0.7994260530900892, 0.1610305958132045]"
1361,JM2,"('increase_green', 'JM2')","[73.0, 3.0, 35.0]",4,0.1610305958132045,0.1610305958132045,"['JM1', 'J3']","[0.7767377016530571, 0.11818468326504886]","[0.7767377016530571, 0.09454774661203909]"
1362,J3,"('increase_red', 'J3')","[72.0, 3.0, 14.0]",3,0.09454774661203909,0.07091080995902932,['JM2'],[0.1610305958132045],[0.1610305958132045]
1362,JM0,"('increase_green', 'JM0')","[66.0, 3.0, 39.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7767377016530571],[0.7767377016530571]
1362,JM1,"('no_change', 'JM1')","[61.0, 3.0, 50.0]",3,0.7767377016530571,0.7767377016530571,"['JM0', 'JM2']","[0.7994260530900892, 0.1610305958132045]","[0.7994260530900892, 0.1610305958132045]"
1362,JM2,"('decrease_red', 'JM2')","[74.0, 3.0, 35.0]",3,0.1610305958132045,0.1610305958132045,"['JM1', 'J3']","[0.7767377016530571, 0.07091080995902932]","[0.7767377016530571, 0.07091080995902932]"
1363,J3,"('no_change', 'J3')","[72.0, 3.0, 15.0]",-1,0.047273873306019544,0.07091080995902932,['JM2'],[0.1610305958132045],[0.1610305958132045]
1363,JM0,"('decrease_green', 'JM0')","[67.0, 3.0, 39.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7767377016530571],[0.7767377016530571]
1363,JM1,"('decrease_red', 'JM1')","[61.0, 3.0, 50.0]",3,0.7767377016530571,0.7767377016530571,"['JM0', 'JM2']","[0.7994260530900892, 0.1610305958132045]","[0.7994260530900892, 0.1610305958132045]"
1363,JM2,"('increase_green', 'JM2')","[74.0, 3.0, 34.0]",0,0.1610305958132045,0.1610305958132045,"['JM1', 'J3']","[0.7767377016530571, 0.047273873306019544]","[0.7767377016530571, 0.07091080995902932]"
1364,J3,"('no_change', 'J3')","[72.0, 3.0, 15.0]",2,0.07091080995902932,0.07091080995902932,['JM2'],[0.1610305958132045],[0.1610305958132045]
1364,JM0,"('no_change', 'JM0')","[66.0, 3.0, 39.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7767377016530571],[0.7767377016530571]
1364,JM1,"('decrease_green', 'JM1')","[61.0, 3.0, 49.0]",3,0.7767377016530571,0.7767377016530571,"['JM0', 'JM2']","[0.7994260530900892, 0.1610305958132045]","[0.7994260530900892, 0.1610305958132045]"
1364,JM2,"('decrease_red', 'JM2')","[75.0, 3.0, 34.0]",3,0.1610305958132045,0.1610305958132045,"['JM1', 'J3']","[0.7767377016530571, 0.047273873306019544]","[0.7767377016530571, 0.047273873306019544]"
1365,J3,"('increase_red', 'J3')","[72.0, 3.0, 15.0]",2,0.07091080995902932,0.07091080995902932,['JM2'],[0.1610305958132045],[0.1610305958132045]
1365,JM0,"('decrease_red', 'JM0')","[66.0, 3.0, 39.0]",3,0.7994260530900892,0.7686788972020088,['JM1'],[0.7767377016530571],[0.7767377016530571]
1365,JM1,"('decrease_red', 'JM1')","[60.0, 3.0, 49.0]",3,0.7767377016530571,0.7767377016530571,"['JM0', 'JM2']","[0.7686788972020088, 0.1610305958132045]","[0.7686788972020088, 0.1610305958132045]"
1365,JM2,"('no_change', 'JM2')","[75.0, 3.0, 33.0]",0,0.1610305958132045,0.1610305958132045,"['JM1', 'J3']","[0.7767377016530571, 0.047273873306019544]","[0.7767377016530571, 0.07091080995902932]"
1366,J3,"('decrease_green', 'J3')","[72.0, 3.0, 16.0]",3,0.07091080995902932,0.047273873306019544,['JM2'],[0.1610305958132045],[0.1610305958132045]
1366,JM0,"('decrease_red', 'JM0')","[66.0, 3.0, 38.0]",3,0.7379317413139285,0.7071845854258481,['JM1'],[0.7767377016530571],[0.7767377016530571]
1366,JM1,"('increase_green', 'JM1')","[60.0, 3.0, 48.0]",3,0.7767377016530571,0.7767377016530571,"['JM0', 'JM2']","[0.7071845854258481, 0.1610305958132045]","[0.7071845854258481, 0.1610305958132045]"
1366,JM2,"('increase_green', 'JM2')","[75.0, 3.0, 33.0]",3,0.1610305958132045,0.1610305958132045,"['JM1', 'J3']","[0.7767377016530571, 0.07091080995902932]","[0.7767377016530571, 0.07091080995902932]"
1367,J3,"('decrease_red', 'J3')","[71.0, 3.0, 16.0]",2,0.07091080995902932,0.07091080995902932,['JM2'],[0.1610305958132045],[0.1610305958132045]
1367,JM0,"('increase_red', 'JM0')","[66.0, 3.0, 37.0]",3,0.6764374295377678,0.6456902736496875,['JM1'],[0.7767377016530571],[0.7767377016530571]
1367,JM1,"('decrease_green', 'JM1')","[61.0, 3.0, 48.0]",3,0.7767377016530571,0.7767377016530571,"['JM0', 'JM2']","[0.6456902736496875, 0.1610305958132045]","[0.6456902736496875, 0.1610305958132045]"
1367,JM2,"('no_change', 'JM2')","[75.0, 3.0, 33.0]",4,0.1610305958132045,0.1610305958132045,"['JM1', 'J3']","[0.7767377016530571, 0.07091080995902932]","[0.7468631746664011, 0.07091080995902932]"
1368,J3,"('increase_red', 'J3')","[71.0, 3.0, 15.0]",2,0.07091080995902932,0.07091080995902932,['JM2'],[0.1610305958132045],[0.1610305958132045]
1368,JM0,"('decrease_red', 'JM0')","[66.0, 3.0, 38.0]",3,0.614943117761607,0.5841959618735267,['JM1'],[0.7468631746664011],[0.7468631746664011]
1368,JM1,"('no_change', 'JM1')","[60.0, 3.0, 48.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.5841959618735267, 0.1840349666436623]","[0.5841959618735267, 0.1840349666436623]"
1368,JM2,"('no_change', 'JM2')","[75.0, 3.0, 33.0]",0,0.1840349666436623,0.2070393374741201,"['JM1', 'J3']","[0.7468631746664011, 0.07091080995902932]","[0.7468631746664011, 0.07091080995902932]"
1369,J3,"('decrease_red', 'J3')","[71.0, 3.0, 16.0]",2,0.047273873306019544,0.047273873306019544,['JM2'],[0.2070393374741201],[0.2070393374741201]
1369,JM0,"('increase_green', 'JM0')","[66.0, 3.0, 37.0]",3,0.5534488059854463,0.522701650097366,['JM1'],[0.7468631746664011],[0.7468631746664011]
1369,JM1,"('increase_green', 'JM1')","[60.0, 3.0, 48.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.522701650097366, 0.23004370830457788]","[0.522701650097366, 0.23004370830457788]"
1369,JM2,"('decrease_red', 'JM2')","[75.0, 3.0, 33.0]",3,0.23004370830457788,0.23004370830457788,"['JM1', 'J3']","[0.7468631746664011, 0.07091080995902932]","[0.7468631746664011, 0.07091080995902932]"
1370,J3,"('no_change', 'J3')","[71.0, 3.0, 15.0]",2,0.07091080995902932,0.07091080995902932,['JM2'],[0.2530480791350357],[0.2530480791350357]
1370,JM0,"('no_change', 'JM0')","[67.0, 3.0, 37.0]",3,0.49195449420928566,0.4612073383212053,['JM1'],[0.7468631746664011],[0.7468631746664011]
1370,JM1,"('increase_green', 'JM1')","[61.0, 3.0, 48.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.4612073383212053, 0.27605244996549344]","[0.4612073383212053, 0.27605244996549344]"
1370,JM2,"('decrease_green', 'JM2')","[75.0, 3.0, 32.0]",0,0.27605244996549344,0.29905682079595125,"['JM1', 'J3']","[0.7468631746664011, 0.07091080995902932]","[0.7468631746664011, 0.07091080995902932]"
1371,J3,"('no_change', 'J3')","[71.0, 3.0, 15.0]",-1,0.07091080995902932,0.07091080995902932,['JM2'],[0.29905682079595125],[0.322061191626409]
1371,JM0,"('increase_red', 'JM0')","[67.0, 3.0, 37.0]",3,0.43046018243312495,0.3997130265450446,['JM1'],[0.7468631746664011],[0.7468631746664011]
1371,JM1,"('increase_red', 'JM1')","[62.0, 3.0, 48.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.3997130265450446, 0.2530480791350357]","[0.3997130265450446, 0.2530480791350357]"
1371,JM2,"('increase_red', 'JM2')","[74.0, 3.0, 32.0]",0,0.2530480791350357,0.27605244996549344,"['JM1', 'J3']","[0.7468631746664011, 0.07091080995902932]","[0.7468631746664011, 0.07091080995902932]"
1372,J3,"('increase_green', 'J3')","[71.0, 3.0, 15.0]",-4,0.07091080995902932,0.09454774661203909,['JM2'],[0.2530480791350357],[0.27605244996549344]
1372,JM0,"('increase_green', 'JM0')","[67.0, 3.0, 38.0]",-1,0.36896587065696423,0.3997130265450446,['JM1'],[0.7468631746664011],[0.7468631746664011]
1372,JM1,"('increase_green', 'JM1')","[62.0, 3.0, 49.0]",4,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.3997130265450446, 0.27605244996549344]","[0.3997130265450446, 0.2530480791350357]"
1372,JM2,"('no_change', 'JM2')","[74.0, 3.0, 33.0]",3,0.2530480791350357,0.2530480791350357,"['JM1', 'J3']","[0.7468631746664011, 0.09454774661203909]","[0.7468631746664011, 0.09454774661203909]"
1373,J3,"('increase_red', 'J3')","[72.0, 3.0, 15.0]",0,0.11818468326504886,0.09454774661203909,['JM2'],[0.23004370830457788],[0.2530480791350357]
1373,JM0,"('no_change', 'JM0')","[68.0, 3.0, 38.0]",-1,0.3997130265450446,0.43046018243312495,['JM1'],[0.7468631746664011],[0.7468631746664011]
1373,JM1,"('increase_red', 'JM1')","[63.0, 3.0, 49.0]",4,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.43046018243312495, 0.23004370830457788]","[0.43046018243312495, 0.2070393374741201]"
1373,JM2,"('no_change', 'JM2')","[74.0, 3.0, 33.0]",-3,0.2070393374741201,0.23004370830457788,"['JM1', 'J3']","[0.7468631746664011, 0.11818468326504886]","[0.7468631746664011, 0.14182161991805864]"
1374,J3,"('no_change', 'J3')","[72.0, 3.0, 16.0]",3,0.14182161991805864,0.14182161991805864,['JM2'],[0.23004370830457788],[0.2070393374741201]
1374,JM0,"('increase_red', 'JM0')","[68.0, 3.0, 38.0]",2,0.4612073383212053,0.4612073383212053,['JM1'],[0.7468631746664011],[0.7468631746664011]
1374,JM1,"('decrease_red', 'JM1')","[63.0, 3.0, 50.0]",1,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.4612073383212053, 0.22628700735432775]","[0.49195449420928566, 0.18857250612860643]"
1374,JM2,"('decrease_red', 'JM2')","[74.0, 3.0, 33.0]",3,0.18857250612860643,0.18857250612860643,"['JM1', 'J3']","[0.7468631746664011, 0.14182161991805864]","[0.7468631746664011, 0.14182161991805864]"
1375,J3,"('no_change', 'J3')","[72.0, 3.0, 16.0]",-1,0.14182161991805864,0.1654585565710684,['JM2'],[0.18857250612860643],[0.18857250612860643]
1375,JM0,"('increase_green', 'JM0')","[68.0, 3.0, 39.0]",2,0.522701650097366,0.522701650097366,['JM1'],[0.716988647679745],[0.716988647679745]
1375,JM1,"('increase_green', 'JM1')","[63.0, 3.0, 49.0]",3,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.522701650097366, 0.18857250612860643]","[0.522701650097366, 0.18857250612860643]"
1375,JM2,"('increase_green', 'JM2')","[74.0, 3.0, 32.0]",3,0.18857250612860643,0.18857250612860643,"['JM1', 'J3']","[0.716988647679745, 0.18909549322407818]","[0.716988647679745, 0.18909549322407818]"
1376,J3,"('decrease_red', 'J3')","[72.0, 3.0, 16.0]",4,0.18909549322407818,0.1654585565710684,['JM2'],[0.18857250612860643],[0.1610305958132045]
1376,JM0,"('increase_green', 'JM0')","[69.0, 3.0, 39.0]",-1,0.5534488059854463,0.5841959618735267,['JM1'],[0.716988647679745],[0.716988647679745]
1376,JM1,"('decrease_red', 'JM1')","[64.0, 3.0, 49.0]",3,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.5841959618735267, 0.1610305958132045]","[0.5841959618735267, 0.15085800490288515]"
1376,JM2,"('increase_green', 'JM2')","[75.0, 3.0, 32.0]",4,0.15085800490288515,0.15085800490288515,"['JM1', 'J3']","[0.716988647679745, 0.1654585565710684]","[0.716988647679745, 0.14182161991805864]"
1377,J3,"('increase_green', 'J3')","[72.0, 3.0, 15.0]",2,0.14182161991805864,0.14182161991805864,['JM2'],[0.15085800490288515],[0.15085800490288515]
1377,JM0,"('decrease_green', 'JM0')","[70.0, 3.0, 39.0]",2,0.614943117761607,0.614943117761607,['JM1'],[0.716988647679745],[0.716988647679745]
1377,JM1,"('decrease_green', 'JM1')","[64.0, 3.0, 48.0]",0,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.614943117761607, 0.15085800490288515]","[0.6456902736496875, 0.15085800490288515]"
1377,JM2,"('increase_green', 'JM2')","[75.0, 3.0, 32.0]",3,0.15085800490288515,0.13802622498274672,"['JM1', 'J3']","[0.716988647679745, 0.14182161991805864]","[0.716988647679745, 0.14182161991805864]"
1378,J3,"('increase_green', 'J3')","[73.0, 3.0, 15.0]",2,0.11818468326504886,0.11818468326504886,['JM2'],[0.13802622498274672],[0.13802622498274672]
1378,JM0,"('increase_red', 'JM0')","[69.0, 3.0, 39.0]",2,0.6764374295377678,0.6764374295377678,['JM1'],[0.716988647679745],[0.716988647679745]
1378,JM1,"('increase_green', 'JM1')","[63.0, 3.0, 48.0]",0,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.6764374295377678, 0.13802622498274672]","[0.6764374295377678, 0.1610305958132045]"
1378,JM2,"('decrease_red', 'JM2')","[75.0, 3.0, 32.0]",-3,0.1610305958132045,0.1840349666436623,"['JM1', 'J3']","[0.716988647679745, 0.14182161991805864]","[0.716988647679745, 0.1654585565710684]"
1379,J3,"('no_change', 'J3')","[74.0, 3.0, 15.0]",2,0.14182161991805864,0.14182161991805864,['JM2'],[0.1840349666436623],[0.1840349666436623]
1379,JM0,"('no_change', 'JM0')","[69.0, 3.0, 40.0]",-1,0.7071845854258481,0.7379317413139285,['JM1'],[0.716988647679745],[0.716988647679745]
1379,JM1,"('increase_red', 'JM1')","[64.0, 3.0, 48.0]",3,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.7379317413139285, 0.1610305958132045]","[0.7379317413139285, 0.1610305958132045]"
1379,JM2,"('decrease_red', 'JM2')","[75.0, 3.0, 31.0]",0,0.1610305958132045,0.1840349666436623,"['JM1', 'J3']","[0.716988647679745, 0.11818468326504886]","[0.716988647679745, 0.11818468326504886]"
1380,J3,"('increase_red', 'J3')","[74.0, 3.0, 15.0]",-1,0.11818468326504886,0.11818468326504886,['JM2'],[0.1840349666436623],[0.2070393374741201]
1380,JM0,"('increase_red', 'JM0')","[69.0, 3.0, 40.0]",2,0.7686788972020088,0.7686788972020088,['JM1'],[0.716988647679745],[0.716988647679745]
1380,JM1,"('decrease_red', 'JM1')","[64.0, 3.0, 49.0]",-3,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.7686788972020088, 0.2070393374741201]","[0.7994260530900892, 0.23004370830457788]"
1380,JM2,"('increase_green', 'JM2')","[75.0, 3.0, 30.0]",3,0.23004370830457788,0.23004370830457788,"['JM1', 'J3']","[0.716988647679745, 0.11818468326504886]","[0.716988647679745, 0.11818468326504886]"
1381,J3,"('decrease_green', 'J3')","[74.0, 3.0, 16.0]",2,0.09454774661203909,0.09454774661203909,['JM2'],[0.23004370830457788],[0.23004370830457788]
1381,JM0,"('increase_green', 'JM0')","[69.0, 3.0, 41.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.716988647679745],[0.716988647679745]
1381,JM1,"('increase_red', 'JM1')","[64.0, 3.0, 48.0]",3,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.7994260530900892, 0.23004370830457788]","[0.7994260530900892, 0.23004370830457788]"
1381,JM2,"('increase_red', 'JM2')","[75.0, 3.0, 30.0]",4,0.23004370830457788,0.23004370830457788,"['JM1', 'J3']","[0.716988647679745, 0.11818468326504886]","[0.716988647679745, 0.09454774661203909]"
1382,J3,"('no_change', 'J3')","[73.0, 3.0, 16.0]",2,0.09454774661203909,0.09454774661203909,['JM2'],[0.23004370830457788],[0.23004370830457788]
1382,JM0,"('decrease_green', 'JM0')","[70.0, 3.0, 41.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.716988647679745],[0.716988647679745]
1382,JM1,"('no_change', 'JM1')","[64.0, 3.0, 49.0]",3,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.7994260530900892, 0.23004370830457788]","[0.7994260530900892, 0.23004370830457788]"
1382,JM2,"('no_change', 'JM2')","[75.0, 3.0, 31.0]",3,0.23004370830457788,0.23004370830457788,"['JM1', 'J3']","[0.716988647679745, 0.07091080995902932]","[0.716988647679745, 0.07091080995902932]"
1383,J3,"('decrease_green', 'J3')","[73.0, 3.0, 16.0]",2,0.07091080995902932,0.07091080995902932,['JM2'],[0.23004370830457788],[0.23004370830457788]
1383,JM0,"('decrease_green', 'JM0')","[69.0, 3.0, 41.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.716988647679745],[0.716988647679745]
1383,JM1,"('decrease_green', 'JM1')","[64.0, 3.0, 49.0]",3,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.7994260530900892, 0.23004370830457788]","[0.7994260530900892, 0.23004370830457788]"
1383,JM2,"('decrease_green', 'JM2')","[75.0, 3.0, 31.0]",3,0.23004370830457788,0.23004370830457788,"['JM1', 'J3']","[0.716988647679745, 0.07091080995902932]","[0.716988647679745, 0.07091080995902932]"
